"id","fqdn/ip","port","severity","finding","cve","cwe"
"intermediate_cert_expiration <#2>","www.justice.fr/185.24.184.180","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","www.justice.fr/185.24.184.180","443","INFO","Certigna <-- Certigna","",""
"intermediate_cert_badOCSP","www.justice.fr/185.24.184.180","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","www.justice.fr/185.24.184.180","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","www.justice.fr/185.24.184.180","443","INFO","0 (± 1.5) seconds from localtime","",""
"HTTP_headerTime","www.justice.fr/185.24.184.180","443","INFO","1676782813","",""
"HSTS_time","www.justice.fr/185.24.184.180","443","OK","186 days (=16070400 seconds) > 15552000 seconds","",""
"HSTS_subdomains","www.justice.fr/185.24.184.180","443","OK","includes subdomains","",""
"HSTS_preload","www.justice.fr/185.24.184.180","443","INFO","domain is NOT marked for preloading","",""
"HPKP","www.justice.fr/185.24.184.180","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","www.justice.fr/185.24.184.180","443","INFO","No Server banner line in header, interesting!","",""
"banner_application","www.justice.fr/185.24.184.180","443","INFO","No application banner found","",""
"cookie_count","www.justice.fr/185.24.184.180","443","INFO","2 at '/'","",""
"cookie_secure","www.justice.fr/185.24.184.180","443","INFO","1/2 at '/' marked as secure","",""
"cookie_httponly","www.justice.fr/185.24.184.180","443","INFO","1/2 at '/' marked as HttpOnly","",""
"cookie_bigip_f5","www.justice.fr/185.24.184.180","443","INFO","encrypted F5 cookie named MJ","",""
"X-Frame-Options","www.justice.fr/185.24.184.180","443","OK","SAMEORIGIN","",""
"X-Content-Type-Options","www.justice.fr/185.24.184.180","443","OK","nosniff","",""
"Cache-Control","www.justice.fr/185.24.184.180","443","INFO","public, max-age=86400","",""
"banner_reverseproxy","www.justice.fr/185.24.184.180","443","INFO","X-Cache: HIT","","CWE-200"
"heartbleed","www.justice.fr/185.24.184.180","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.justice.fr/185.24.184.180","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.justice.fr/185.24.184.180","443","OK","no session ticket extension","CVE-2016-9244","CWE-200"
"ROBOT","www.justice.fr/185.24.184.180","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.justice.fr/185.24.184.180","443","OK","supported","","CWE-310"
"secure_client_renego","www.justice.fr/185.24.184.180","443","OK","not vulnerable, mitigated","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.justice.fr/185.24.184.180","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.justice.fr/185.24.184.180","443","MEDIUM","potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.justice.fr/185.24.184.180","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.justice.fr/185.24.184.180","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.justice.fr/185.24.184.180","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.justice.fr/185.24.184.180","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.justice.fr/185.24.184.180","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
